ID,Interest_Rate,EMI
APPL60637292131,20,1325
APPL60645975721,20,1018
APPL60655192743,20,265
APPL60655689525,19.75,508
APPL60673978345,15.7,725
APPL60687024538,18.15,637
APPL60703846731,18.25,1736
APPL60706286343,20,974
APPL60722583117,20,372
APPL60723606101,18.15,1237
APPL60732932717,14.85,2352
APPL60741542526,19,1115
APPL60747149702,16.75,890
APPL60765683338,14.85,1518
APPL60766901127,31.5,369
APPL60825858511,13.99,1421
APPL60828266703,28.5,968
APPL60832838349,19,778
APPL60842105317,13.75,2421
APPL60861601945,28.5,1160
APPL60861733742,15,714
APPL60867851142,24.5,3518
APPL60869776137,13.99,513
APPL60874874125,18,749
APPL60884136949,14.85,1280
APPL60888533106,28.5,416
APPL60902883103,15.25,2990
APPL60919073326,18.25,511
APPL60922239735,12.99,2730
APPL60924958111,20,456
APPL60927317544,18.25,1225
APPL60932335907,16.75,1149
APPL60932886707,17.5,1223
APPL60935574744,14.25,959
APPL60941577315,13.99,820
APPL60952372115,18,749
APPL60957184945,16.75,1178
APPL60967612504,18.4,1101
APPL60985398926,18.4,973
APPL70008161315,15.5,962
APPL70012045143,14.85,1388
APPL70037509916,18.5,502
APPL70052992312,14.85,237
APPL70054752939,14.85,948
APPL70056834903,13,1024
APPL70060559317,20,1139
APPL70072851503,17.5,1077
APPL70073514901,18.4,888
APPL70089164737,16.25,1223
APPL70095454925,32.5,1085
APPL70096276124,20,669
APPL70101511333,15.25,904
APPL70108559106,31.5,701
APPL70108892939,13.75,2911
APPL70128359121,35.5,785
APPL70134154505,13.5,460
APPL70147314925,16,2834
APPL70162597548,16.75,494
APPL70165104331,17.75,1263
APPL70165449529,15.5,1047
APPL70168269548,13,933
APPL70201386147,27,1225
APPL70204591548,19,259
APPL70214522722,17.5,1256
APPL70224471125,18.4,444
APPL70224627508,20,372
APPL70241733742,15.35,1045
APPL70250137933,15.25,1118
APPL70261591129,20,1325
APPL70262684502,27,1543
APPL70282468717,19,1090
APPL70294501307,15.25,696
APPL70301855321,13.99,1940
APPL70310306134,32.5,749
APPL70316615718,28.5,1195
APPL70335222526,16,490
APPL70357807142,18.15,1178
APPL70359229738,14.49,1176
APPL70361281527,18.5,593
APPL70364519704,15.25,2392
APPL70384089344,15.5,722
APPL70396439145,20,1060
APPL70400417946,15.25,3277
APPL70406859541,20,689
APPL70407276913,15.25,1817
APPL70429806935,13,1717
APPL70445513138,13,537
APPL70446467744,13,228
APPL70464196137,18.15,1268
APPL70468154314,20,743
APPL70472966331,18,736
APPL70482411528,13,1251
APPL70514329535,18.4,973
APPL70515769511,20,874
APPL70515938939,14.49,1544
APPL70519433535,15.25,1196
APPL70524903319,32.5,1221
APPL70525535131,27,1611
APPL70541078105,33,882
APPL70555731345,19,598
APPL70567846732,31.5,433
APPL70576099922,15.5,1203
APPL70583805333,14.85,1038
APPL70610301524,18.25,738
APPL70610912934,20,1007
APPL70617761548,18.25,363
APPL70627446147,16.75,1034
APPL70653477936,19,1064
APPL70654581918,18.15,790
APPL70670972742,17,289
APPL70671188518,37,953
APPL70672444324,31.5,1438
APPL70691394935,15.5,649
APPL70699509535,16.75,977
APPL70702072317,24,1239
APPL70705858703,18.25,363
APPL70737603949,13.99,3388
APPL70747853947,35.5,393
APPL70747944711,20,913
APPL70749825738,15.5,843
APPL70768454508,15.25,239
APPL70785441921,28.5,833
APPL70797751748,15.75,1051
APPL70801881319,20,372
APPL70817684723,15.5,1588
APPL70825644517,20,954
APPL70839625704,35.5,501
APPL70839821905,16.75,1211
APPL70847302923,20,265
APPL70875617549,18.25,500
APPL70878886129,24,1122
APPL70896314735,19.75,2484
APPL70907332917,18.25,907
APPL70928195705,13.99,1885
APPL70933874713,14.49,1379
APPL70936655128,17,1243
APPL70960579735,28.5,1195
APPL70961782304,17,1491
APPL80001053538,17.5,994
APPL80012933517,14.49,1576
APPL80014753511,20,1431
APPL80016442123,18.5,1078
APPL80039546944,14.85,593
APPL80041523105,18.4,973
APPL80043543728,16.75,1066
APPL80066054719,14.85,1280
APPL80080786143,16.75,742
APPL80082318523,15.25,1677
APPL80101784933,16.75,1236
APPL80104598902,13,1207
APPL80111781341,18.25,508
APPL80112653749,14.85,1038
APPL80123561704,13.99,1163
APPL80149332533,18.25,254
APPL80150623707,13,337
APPL80152559525,13.49,851
APPL80158963916,31.5,624
APPL80188127323,18.25,363
APPL80196961546,16.75,1005
APPL80205769746,13.99,820
APPL80209557526,15.5,794
APPL80209789517,35.5,707
APPL80226107737,13.99,898
APPL80248587326,20,609
APPL80252685731,16.25,489
APPL80269911521,18.5,1514
APPL80273215145,20,768
APPL80276973504,28.5,351
APPL80286133328,13.49,2577
APPL80322266745,12.99,2730
APPL80330383143,14.85,2706
APPL80333789918,20,795
APPL80338784328,16.25,245
APPL80355758512,18.15,500
APPL80359356322,14.5,688
APPL80367987134,28.5,351
APPL80371798715,20,874
APPL80384348134,16.75,1149
APPL80400829915,37,1010
APPL80404194149,16.75,742
APPL80406016921,35.5,864
APPL80412763313,20,848
APPL80416694537,15.5,481
APPL80426415546,23.5,1715
APPL80430934105,14.85,1518
APPL80453581333,37,596
APPL80466528547,13,537
APPL80478413332,13.99,2541
APPL80483679901,31.5,553
APPL80503351104,17.75,498
APPL80515763722,20,1060
APPL80545571509,31.5,885
APPL80548774742,16.35,490
APPL80549072318,20,509
APPL80576421112,28.5,1064
APPL80581333709,20,768
APPL80609678128,13.99,1530
APPL80615609518,14.5,6932
APPL80641545713,13.99,465
APPL80654327919,31.5,996
APPL80664934536,13,1024
APPL80679845344,20,980
APPL80685754945,20,265
APPL80697637141,13.99,1163
APPL80718739549,18.25,255
APPL80720915527,15.25,904
APPL80733083531,13.99,1347
APPL80734052738,20,509
APPL80767332336,14.25,1638
APPL80776356123,19,1167
APPL80780458737,20,768
APPL80786167149,35.5,393
APPL80814919511,20,304
APPL80815633142,20,1060
APPL80822422146,13.99,342
APPL80822507722,20,1120
APPL80824381326,31.5,369
APPL80826177349,20,509
APPL80827194512,13.75,2094
APPL80829581322,15.5,1047
APPL80835216318,22,1575
APPL80837293941,16.75,1436
APPL80858196926,16.75,911
APPL80881812316,17,1483
APPL80895273922,13.99,2326
APPL80898121725,32.5,1221
APPL80906671128,15.5,349
APPL80908615737,31.5,996
APPL80912041715,18.25,945
APPL80917302306,15.5,1203
APPL80917851738,15.5,1719
APPL80922321143,18.25,885
APPL80925555317,14.85,484
APPL80941169146,15.5,698
APPL80944751921,20,609
APPL80973089734,16.75,494
APPL80980502709,27,1028
APPL90020105117,13.75,2314
APPL90037098913,16.25,4452
APPL90037199901,14.85,2109
APPL90052248104,17.5,2512
APPL90054099134,18,1270
APPL90063966344,24,588
APPL90069869533,18.25,1021
APPL90074391942,14.85,474
APPL90087692146,14.49,1176
APPL90137625725,15.25,718
APPL90143856745,14.85,1388
APPL90146429318,22,4980
APPL90167863929,31.5,775
APPL90181752519,20,743
APPL90187519709,37,928
APPL90190771533,24,288
APPL90191796706,16.75,494
APPL90193169134,17,1839
APPL90198007308,28.5,1054
APPL90207619137,14.5,2823
APPL90212872341,20,477
APPL90223863128,14.85,902
APPL90224323107,15.35,1411
APPL90239825902,28.5,1124
APPL90261989345,18.25,511
APPL90284213128,31.5,1070
APPL90302924512,14.5,235
APPL90304461506,22,382
APPL90307285714,17.5,582
APPL90307407313,20,1115
APPL90312574901,18,762
APPL90324314712,20,2517
APPL90330504325,15.75,701
APPL90335427922,16.5,3221
APPL90341754932,31,1286
APPL90348398906,31.5,996
APPL90351055947,15.5,1180
APPL90353105516,19,1297
APPL90400199309,20,1113
APPL90406508919,13.75,1958
APPL90420192901,37,357
APPL90420801734,17,721
APPL90423166509,16.75,911
APPL90438606725,18.15,943
APPL90445862341,13.99,1745
APPL90457534105,19.75,791
APPL90476304327,18,1146
APPL90496204113,16.25,1472
APPL90511552742,19,1167
APPL90511716913,20,304
APPL90524469723,15.25,839
APPL90530865311,15.5,722
APPL90531816104,15.5,974
APPL90534816722,35.5,393
APPL90536542716,20,901
APPL90538647324,33,1379
APPL90558948344,13,893
APPL90560979506,16.75,1724
APPL90576114311,20,1115
APPL90587285947,14.49,988
APPL90589468305,18,998
APPL90595729316,14.85,4996
APPL90596821142,16.75,986
APPL90597572128,14.85,1186
APPL90600116717,15.5,974
APPL90601996145,15.5,1034
APPL90609991935,15.75,488
APPL90613054144,31.5,996
APPL90614863315,31.5,701
APPL90617938919,20,372
APPL90620665137,18.25,544
APPL90624816719,18.25,918
APPL90630176519,19,1012
APPL90638599722,18.25,590
APPL90660754131,14.85,581
APPL90676373539,18.4,896
APPL90684075106,14.85,237
APPL90692916935,13,1236
APPL90703097728,18.25,919
APPL90705959737,13.49,874
APPL90743546344,14.85,968
APPL90749759102,17,1988
APPL90773188503,31.5,1291
APPL90783487117,13,774
APPL90787202706,15.25,1845
APPL90797735724,13.99,1366
APPL90801092125,18,762
APPL90814812101,15.75,967
APPL90816192513,16.75,2472
APPL90864494923,31.5,866
APPL90871816706,16.75,494
APPL90883588929,17,1212
APPL90886126303,24,834
APPL90911854312,18.25,766
APPL90912179511,15.75,1451
APPL90925856125,14.85,1998
APPL90926295707,14.85,902
APPL90931132112,13.99,342
APPL90948811929,20,743
APPL90959041125,14.85,450
APPL90961685547,20,265
APPL90963528706,14.85,474
APPL90967489109,16,1216
APPL90968075119,18.5,770
APPL90976985543,18.25,901
APPL90977488113,14.85,711
APPL90979125146,14.85,3081
APPM10011915815,14.85,1038
APPM10013332045,17,1283
APPM10030113439,33,441
APPM10068451839,18.25,638
APPM10069801446,15.5,481
APPM10078633611,16.75,1149
APPM10161428034,13.99,1721
APPM10163932016,18.5,1078
APPM10183977815,20,901
APPM10187038034,31.5,996
APPM10195911618,20,2545
APPM10202628831,18.25,363
APPM10216104435,15.5,1180
APPM10222659002,20,409
APPM10250961235,28.5,1160
APPM10253384644,20,372
APPM10254709822,20,1325
APPM10257477446,13.5,460
APPM10261695014,14.85,1638
APPM10262029246,14.85,1110
APPM10268471024,13.99,1585
APPM10282855404,31.5,369
APPM10299851802,28.5,1489
APPM10301316426,18.4,1178
APPM10310844216,15.25,486
APPM10317284439,18.5,1078
APPM10319016224,14.85,3557
APPM10324982845,20,530
APPM10331307635,20,1325
APPM10333779643,14.25,1661
APPM10390568205,13.99,342
APPM10422972016,24,1438
APPM10427172637,31.5,885
APPM10443805645,14.85,1186
APPM10445317226,14.49,1268
APPM10451137434,16.75,144
APPM10463722812,15.5,1404
APPM10466156802,19,299
APPM10479741608,14.49,1847
APPM10481045603,15.25,2512
APPM10487646439,27,3051
APPM10492766246,20,913
APPM10503059038,20,743
APPM10538432203,18.25,767
APPM10545682205,18.15,825
APPM10556152649,29.5,1500
APPM10573016447,31.5,701
APPM10573801208,13.99,1585
APPM10591199413,17,1483
APPM10603652437,13.99,1680
APPM10609066232,20,874
APPM10622009015,31.5,1033
APPM10622374641,18.4,999
APPM10627947429,35.5,825
APPM10642993832,16.75,1034
APPM10660386822,24,978
APPM10670221848,16.25,1472
APPM10691249414,19,934
APPM10699015022,14.85,1452
APPM10702991203,13.99,137
APPM10706105035,27,1577
APPM10717461039,18.4,727
APPM10736046604,13,796
APPM10736712004,15.25,1458
APPM10770653607,31.5,369
APPM10774486845,37,325
APPM10775116236,20,768
APPM10781743417,35.5,1060
APPM10782593815,14.85,1038
APPM10798303029,28.5,1124
APPM10800712405,13,455
APPM10821947411,32.5,1051
APPM10823078025,13.75,694
APPM10827046639,31.5,369
APPM10835542218,20,2649
APPM10841978025,15.5,481
APPM10843409236,20,487
APPM10843882409,16,1445
APPM10868324609,16.35,1283
APPM10876944003,24,489
APPM10880115006,20,954
APPM10898373423,35.5,785
APPM10905438219,31.5,433
APPM10926783019,16.75,355
APPM10928588224,18.4,999
APPM10935998642,28.5,1195
APPM10943864621,17.5,754
APPM10981818828,17.5,1456
APPM10990502622,20,1007
APPM10993843045,18.4,512
APPM10994445001,15.75,798
APPM10998451802,14.85,1038
APPM20008722234,20,1245
APPM20019472644,14.85,173
APPM20043108626,13,774
APPM20043224637,35.5,471
APPM20043757839,31.5,433
APPM20059153646,20,901
APPM20071029244,20,1325
APPM20088913649,13,1138
APPM20094413003,17.5,502
APPM20103375223,20,743
APPM20112343407,16.75,355
APPM20118724208,13,1932
APPM20143736031,15.25,452
APPM20151864606,13.99,4098
APPM20166335044,33,891
APPM20177727232,18,362
APPM20186494803,13.5,542
APPM20191229228,24.5,5589
APPM20197834218,28.5,1476
APPM20203943026,20,1325
APPM20227161618,18.25,726
APPM20228316432,16.75,853
APPM20266769638,16.75,766
APPM20310411007,28.5,1476
APPM20312041049,28.5,1300
APPM20314492446,15.25,2293
APPM20316413608,31.5,389
APPM20320281042,20,372
APPM20331822219,24,921
APPM20342469201,13.5,3899
APPM20360975637,18,881
APPM20371777229,31.5,922
APPM20380187414,15.25,839
APPM20400493004,14.5,1365
APPM20406962611,18.5,800
APPM20426332222,14.85,968
APPM20430882422,18.25,679
APPM20447845616,28.5,1054
APPM20451527816,13.99,1489
APPM20458434005,19,259
APPM20472713227,20,372
APPM20478559613,13,1288
APPM20495664041,20,595
APPM20499933231,13.25,3800
APPM20515152026,28.5,827
APPM20523078603,14.85,971
APPM20525642828,13,3032
APPM20526752025,31.5,775
APPM20530827041,14.85,968
APPM20531288629,31.5,959
APPM20544841832,31.5,959
APPM20565758625,18.4,1127
APPM20568035606,15.25,3588
APPM20570706611,16.25,978
APPM20591397831,20,578
APPM20599366424,14.85,2371
APPM20628587621,16.75,494
APPM20633537024,15.75,1128
APPM20641166037,20,3497
APPM20654257605,14.25,913
APPM20657677402,14.85,971
APPM20677992214,28.5,1195
APPM20692854805,15.25,244
APPM20696264002,13.99,1366
APPM20707453643,28.5,1082
APPM20715146222,15.5,120
APPM20717108849,17,1277
APPM20753856243,12.99,1958
APPM20783381844,20,715
APPM20795506022,30.5,1857
APPM20818458201,13.99,1639
APPM20819308435,20,509
APPM20819326447,15.75,282
APPM20838664241,18.4,1050
APPM20851074447,20,372
APPM20854114049,35.5,701
APPM20861964609,18.5,1078
APPM20862288826,24,1500
APPM20864418801,20,689
APPM20868825623,27,776
APPM20885272844,16.25,489
APPM20892781202,13.5,3249
APPM20902994024,15.75,1016
APPM20909781632,20,874
APPM20910189003,16.5,1115
APPM20919764449,16.75,711
APPM20930552415,17,1243
APPM20952757209,13.99,1585
APPM20955933017,20,1325
APPM20969919025,18.25,767
APPM20970157648,20,874
APPM20977437622,14.85,1804
APPM20994128844,16.5,2458
APPM30002738606,14.85,1186
APPM30004229205,18.25,715
APPM30006716401,18.25,561
APPM30009409428,13.75,2777
APPM30009856417,16.75,493
APPM30012683427,35.5,785
APPM30034672228,13.99,2732
APPM30048691031,23.5,1616
APPM30063817406,14.49,1903
APPM30066072413,31.5,996
APPM30079325032,18,587
APPM30082398635,14.85,484
APPM30088642644,16.75,816
APPM30092683446,15.5,927
APPM30123735636,15.5,698
APPM30140257419,13.99,2240
APPM30142649617,16.75,816
APPM30167645437,12.99,1592
APPM30183877616,20,913
APPM30190257244,24,1532
APPM30207579006,31.5,567
APPM30221475418,33,1246
APPM30235909244,18.25,1016
APPM30240146226,31.5,1180
APPM30255518231,31.5,738
APPM30273743039,13.5,239
APPM30282314411,15.75,242
APPM30308943443,15.25,1196
APPM30321861813,18.4,727
APPM30336046818,13.99,698
APPM30340303825,20,892
APPM30341209824,12.99,1179
APPM30342821643,37,649
APPM30355696208,35.5,707
APPM30365005247,18.25,255
APPM30366521405,20,713
APPM30397316811,16.75,1066
APPM30397951827,16.75,1236
APPM30403836847,14.85,968
APPM30409491829,18.5,796
APPM30437391207,31.5,433
APPM30460849621,20,1139
APPM30474588407,20,1187
APPM30485847424,15.5,481
APPM30495159847,20,768
APPM30528206437,18.5,593
APPM30541488403,20,1060
APPM30550552647,20,639
APPM30556693808,18.25,766
APPM30562365649,16.25,1472
APPM30571976634,14.85,484
APPM30572081002,20,1035
APPM30582998438,13.5,1018
APPM30590527825,20,874
APPM30608709001,20,743
APPM30611009625,13.75,2198
APPM30622572201,16.2,1362
APPM30635084633,13.5,1150
APPM30635136028,18.25,738
APPM30640246633,16.15,1220
APPM30643149032,18.25,363
APPM30653975615,18,2585
APPM30667845441,14.85,2387
APPM30688044209,20,768
APPM30702331812,31.5,738
APPM30714751836,15.5,1684
APPM30731816217,20,530
APPM30743538041,15,1225
APPM30748378647,28.5,1478
APPM30761482008,17,1243
APPM30762899204,31.5,701
APPM30763361235,23.5,1616
APPM30774339412,13.99,349
APPM30778555224,13.75,2367
APPM30791445816,16.75,816
APPM30791805812,20,1139
APPM30798478211,15.25,718
APPM30802623832,12.99,3219
APPM30807557411,20,768
APPM30808175047,15.25,2129
APPM30809279024,13.99,1025
APPM30822424436,13.49,955
APPM30829578606,15.5,2241
APPM30839701235,20,795
APPM30843669031,14.49,1323
APPM30848887809,18.25,472
APPM30849036033,35.5,785
APPM30873669446,33,882
APPM30880039249,15.5,962
APPM30880125432,20,730
APPM30896459441,33,1133
APPM30906625808,15.5,562
APPM30923627006,20,520
APPM30927439021,20,1139
APPM30937845637,15.25,1044
APPM30947089832,18.25,708
APPM30967648047,14.99,1085
APPM30975145801,31.5,996
APPM30977401211,20,1749
APPM30980622432,13.99,1025
APPM30987777239,18.25,363
APPM30999275019,20,1189
APPM40010743238,15.5,1713
APPM40012336837,17.5,1306
APPM40012454805,20,795
APPM40016127433,28.5,632
APPM40021968206,15.5,843
APPM40023905212,28.5,1082
APPM40029129817,31.5,885
APPM40046858432,31.5,738
APPM40049595644,15.25,1044
APPM40057936817,20,1527
APPM40059529033,18.25,485
APPM40074079418,22,519
APPM40102805613,13.99,814
APPM40123914819,16.75,494
APPM40131366021,14.85,833
APPM40135232224,28.5,551
APPM40140698239,14.49,1379
APPM40141908041,20,1139
APPM40144363011,18.15,1149
APPM40149024837,35.5,707
APPM40166439224,14.85,237
APPM40171858432,13,951
APPM40173389849,18.5,1052
APPM40175003627,13.99,698
APPM40176845243,20,265
APPM40179529042,35.5,228
APPM40184955637,15.25,2392
APPM40227102421,16.75,494
APPM40229966404,15.1,1192
APPM40257915011,14.85,2109
APPM40270131014,15.5,1443
APPM40276336019,13.75,3406
APPM40284618241,15.25,348
APPM40288833818,18,2496
APPM40290228435,15.25,1962
APPM40315183806,32.5,438
APPM40328293248,13.99,957
APPM40334681402,31.5,1475
APPM40335533222,28.5,1195
APPM40336141446,14.25,481
APPM40355195802,31.5,811
APPM40356251821,35.5,393
APPM40459018428,20,1552
APPM40461083201,15.5,722
APPM40461698241,18.25,894
APPM40465451846,20,456
APPM40466861022,28.5,833
APPM40467233208,18.25,590
APPM40471079847,18.25,766
APPM40481725822,14.85,902
APPM40489533239,13.99,3279
APPM40509759808,14.85,1518
APPM40511967815,15.25,1808
APPM40519029022,14.25,686
APPM40522698613,20,265
APPM40524025036,14.85,1730
APPM40527767833,32.5,987
APPM40534328247,17,456
APPM40541605036,20,768
APPM40554041835,20,372
APPM40570185846,18.25,1276
APPM40572026215,19,1297
APPM40589674812,20,509
APPM40597076835,15.5,842
APPM40611421449,28.5,1166
APPM40630581403,24,1036
APPM40634762849,13.99,1639
APPM40638188213,16.5,885
APPM40649737432,15.5,1746
APPM40661186436,31.5,389
APPM40669092805,20,372
APPM40672006443,20,1171
APPM40677249443,16.75,964
APPM40677359437,18.4,333
APPM40679427021,20,874
APPM40683913647,15.5,842
APPM40721313632,18.25,500
APPM40735516245,28.5,1089
APPM40740726037,19.75,909
APPM40752807624,20,1115
APPM40761907648,31.5,369
APPM40780888849,20,1065
APPM40795371616,14.49,941
APPM40799721247,33,755
APPM40805289008,13.99,4489
APPM40809976038,28.5,1195
APPM40814442605,12.99,3219
APPM40817571449,32.5,1237
APPM40829013023,31.5,701
APPM40837101001,14.85,593
APPM40840747622,18.4,256
APPM40849578626,15.25,348
APPM40857156634,14.5,1721
APPM40863952439,13,1348
APPM40887107022,37,298
APPM40912502634,17,1497
APPM40913854633,15.75,242
APPM40920482235,16.15,981
APPM40934449411,28.5,1476
APPM40940532448,20,743
APPM40941111411,20,372
APPM40952623841,20,1139
APPM40956431814,13.25,3234
APPM50002818405,19.75,370
APPM50002916248,37,402
APPM50005206215,15,5200
APPM50007692832,13.75,3133
APPM50025324638,20,509
APPM50031839034,13.99,1025
APPM50050923838,14.85,1418
APPM50074951439,20,1192
APPM50076528819,19,504
APPM50089364248,28.5,1195
APPM50089438631,18,508
APPM50089552236,14.25,1240
APPM50094117625,13.99,1745
APPM50100325238,13.99,898
APPM50102566231,16.25,2847
APPM50111427419,18.25,767
APPM50130328029,15.25,1458
APPM50140725434,16.75,148
APPM50156505016,37,402
APPM50197914611,16.75,816
APPM50200201833,35.5,943
APPM50219418807,16.25,2453
APPM50219865411,28.5,1103
APPM50237637433,15.5,905
APPM50242975844,20,795
APPM50244684408,18.5,1078
APPM50258837013,15.25,1458
APPM50271931238,18.4,1178
APPM50279756825,16.75,986
APPM50285058646,18.25,1814
APPM50287615214,16.75,575
APPM50298053603,35.5,1060
APPM50301432835,14.49,1176
APPM50310259442,18.4,947
APPM50318438041,15.5,698
APPM50324857424,14.49,1379
APPM50340641618,13.99,960
